date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:11:31	55506/55506	---M--	200	added ('OK')	text/html	etag:W/%22d8d2-17e8bcd7160%22	https://apis.map.kakao.com/web/sample/customOverlay2/	C:/My%20Web%20Sites/kakao/apis.map.kakao.com/web/sample/customOverlay2/index.html	(from https://apis.map.kakao.com/web/)
14:11:31	57989/57989	---M--	200	added ('OK')	text/html	etag:W/%22e285-17e8bcd7160%22	https://apis.map.kakao.com/web/sample/roadviewCustomOverlay/	C:/My%20Web%20Sites/kakao/apis.map.kakao.com/web/sample/roadviewCustomOverlay/index.html	(from https://apis.map.kakao.com/web/)
14:11:31	114422/114422	---M--	200	added ('OK')	text/html	etag:W/%221bef6-17e8bcd7160%22	https://apis.map.kakao.com/web/sample/calculatePolylineDistance/	C:/My%20Web%20Sites/kakao/apis.map.kakao.com/web/sample/calculatePolylineDistance/index.html	(from https://apis.map.kakao.com/web/)
14:11:31	64162/64162	---M--	200	added ('OK')	text/html	etag:W/%22faa2-17e8bcd7160%22	https://apis.map.kakao.com/ios/guide/	C:/My%20Web%20Sites/kakao/apis.map.kakao.com/ios/guide/index.html	(from https://apis.map.kakao.com/ios/)
14:11:32	2229121/2229121	---M--	200	added ('OK')	application/zip	etag:W/%22220381-17e8bcd7160%22	https://apis.map.kakao.com/download/android/sdk/Android_DaumMap_SDK_1.4.1.0.zip	C:/My%20Web%20Sites/kakao/apis.map.kakao.com/download/android/sdk/Android_DaumMap_SDK_1.4.1.0.zip	(from https://apis.map.kakao.com/android/guide/)
14:11:32	107588/107588	---M--	200	added ('OK')	image/png	etag:W/%221a444-17e8bcd7160%22	https://apis.map.kakao.com/images/andres/guide/android-guide-s1.png	C:/My%20Web%20Sites/kakao/apis.map.kakao.com/images/andres/guide/android-guide-s1.png	(from https://apis.map.kakao.com/android/guide/)
14:11:32	13784/13784	---M--	200	added ('OK')	text/html	etag:W/%2235d8-17e8bcd7160%22	https://apis.map.kakao.com/ios/sample/	C:/My%20Web%20Sites/kakao/apis.map.kakao.com/ios/sample/index.html	(from https://apis.map.kakao.com/ios/)
14:11:32	355052/355052	---M--	200	added ('OK')	image/png	etag:W/%2256aec-17e8bcd7160%22	https://apis.map.kakao.com/images/andres/guide/android-guide-marker-s1.png	C:/My%20Web%20Sites/kakao/apis.map.kakao.com/images/andres/guide/android-guide-marker-s1.png	(from https://apis.map.kakao.com/android/guide/)
14:11:32	310517/310517	---M--	200	added ('OK')	image/png	etag:W/%224bcf5-17e8bcd7160%22	https://apis.map.kakao.com/images/andres/guide/android-guide-marker-s2.png	C:/My%20Web%20Sites/kakao/apis.map.kakao.com/images/andres/guide/android-guide-marker-s2.png	(from https://apis.map.kakao.com/android/guide/)
14:11:32	557974/557974	---M--	200	added ('OK')	image/png	etag:W/%2288396-17e8bcd7160%22	https://apis.map.kakao.com/images/andres/guide/android-guide-marker-s3.png	C:/My%20Web%20Sites/kakao/apis.map.kakao.com/images/andres/guide/android-guide-marker-s3.png	(from https://apis.map.kakao.com/android/guide/)
